warning_id,navarea,state,source_warning_id,cancel_targets,last_updated_utc,plotted,plot_ref,issued_utc,state_reason,last_seen_in_cumulative_id,last_seen_in_cumulative_utc,omitted_by_cumulative_id,omitted_by_cumulative_utc
NAVAREA IV 153/26(24).,IV,ACTIVE,NAVAREA IV 153/26(24).,,2026-03-20T23:22:50Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232250Z.csv,,,,,,
NAVAREA IV 133/26(26).,IV,ACTIVE,NAVAREA IV 133/26(26).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 127/26(GEN).,IV,ACTIVE,NAVAREA IV 127/26(GEN).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 113/26(26).,IV,ACTIVE,NAVAREA IV 113/26(26).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 99/26(24).,IV,ACTIVE,NAVAREA IV 99/26(24).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 98/26(24).,IV,ACTIVE,NAVAREA IV 98/26(24).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 79/26(24).,IV,ACTIVE,NAVAREA IV 79/26(24).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 55/26(26).,IV,ACTIVE,NAVAREA IV 55/26(26).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 53/26(28).,IV,ACTIVE,NAVAREA IV 53/26(28).,,2026-03-20T23:22:51Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232251Z.csv,,,,,,
NAVAREA IV 27/26(24).,IV,ACTIVE,NAVAREA IV 27/26(24).,,2026-03-20T23:22:52Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232252Z.csv,,,,,,
NAVAREA IV 19/26(24).,IV,ACTIVE,NAVAREA IV 19/26(24).,,2026-03-20T23:22:52Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232252Z.csv,,,,,,
NAVAREA IV 16/26(11).,IV,ACTIVE,NAVAREA IV 16/26(11).,,2026-03-20T23:22:52Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232252Z.csv,,,,,,
NAVAREA IV 7/26(24).,IV,ACTIVE,NAVAREA IV 7/26(24).,,2026-03-20T23:22:52Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232252Z.csv,,,,,,
NAVAREA IV 1431/25(24).,IV,ACTIVE,NAVAREA IV 1431/25(24).,,2026-03-20T23:22:52Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232252Z.csv,,,,,,
NAVAREA IV 1430/25(24).,IV,ACTIVE,NAVAREA IV 1430/25(24).,,2026-03-20T23:22:52Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232252Z.csv,,,,,,
NAVAREA IV 1413/25(24).,IV,ACTIVE,NAVAREA IV 1413/25(24).,,2026-03-20T23:22:53Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232253Z.csv,,,,,,
NAVAREA IV 1404/25(24).,IV,ACTIVE,NAVAREA IV 1404/25(24).,,2026-03-20T23:22:53Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232253Z.csv,,,,,,
NAVAREA IV 1391/25(24).,IV,ACTIVE,NAVAREA IV 1391/25(24).,,2026-03-20T23:22:53Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232253Z.csv,,,,,,
NAVAREA IV 1292/25(15).,IV,ACTIVE,NAVAREA IV 1292/25(15).,,2026-03-20T23:22:53Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232253Z.csv,,,,,,
NAVAREA IV 1282/25(25).,IV,ACTIVE,NAVAREA IV 1282/25(25).,,2026-03-20T23:22:53Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232253Z.csv,,,,,,
NAVAREA IV 1175/25(24).,IV,ACTIVE,NAVAREA IV 1175/25(24).,,2026-03-20T23:22:53Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232253Z.csv,,,,,,
NAVAREA IV 1174/25(24).,IV,ACTIVE,NAVAREA IV 1174/25(24).,,2026-03-20T23:22:54Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232254Z.csv,,,,,,
NAVAREA IV 1170/25(15).,IV,ACTIVE,NAVAREA IV 1170/25(15).,,2026-03-20T23:22:54Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260320_232254Z.csv,,,,,,
NAVAREA IV 1158/25(24).,IV,ACTIVE,NAVAREA IV 1158/25(24).,,2026-03-22T00:54:06Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005406Z.csv,2026-03-22T00:54:06Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1114/25(24).,IV,ACTIVE,NAVAREA IV 1114/25(24).,,2026-03-22T00:54:07Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005407Z.csv,2026-03-22T00:54:07Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1009/25(24).,IV,ACTIVE,NAVAREA IV 1009/25(24).,,2026-03-22T00:54:07Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005407Z.csv,2026-03-22T00:54:07Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 998/25(24).,IV,ACTIVE,NAVAREA IV 998/25(24).,,2026-03-22T00:54:07Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005407Z.csv,2026-03-22T00:54:07Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 872/25(25).,IV,ACTIVE,NAVAREA IV 872/25(25).,,2026-03-22T00:54:07Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005407Z.csv,2026-03-22T00:54:07Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 829/25(24).,IV,ACTIVE,NAVAREA IV 829/25(24).,,2026-03-22T00:54:08Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005408Z.csv,2026-03-22T00:54:08Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 789/25(24).,IV,ACTIVE,NAVAREA IV 789/25(24).,,2026-03-22T00:54:08Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005408Z.csv,2026-03-22T00:54:08Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 761/25(24).,IV,ACTIVE,NAVAREA IV 761/25(24).,,2026-03-22T00:54:08Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005408Z.csv,2026-03-22T00:54:08Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 693/25(28).,IV,ACTIVE,NAVAREA IV 693/25(28).,,2026-03-22T00:54:09Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005409Z.csv,2026-03-22T00:54:09Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 671/25(24).,IV,ACTIVE,NAVAREA IV 671/25(24).,,2026-03-22T00:54:09Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005409Z.csv,2026-03-22T00:54:09Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 667/25(25).,IV,ACTIVE,NAVAREA IV 667/25(25).,,2026-03-22T00:54:10Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005410Z.csv,2026-03-22T00:54:10Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 663/25(26).,IV,ACTIVE,NAVAREA IV 663/25(26).,,2026-03-22T00:54:10Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005410Z.csv,2026-03-22T00:54:10Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 650/25(26).,IV,ACTIVE,NAVAREA IV 650/25(26).,,2026-03-22T00:54:11Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005411Z.csv,2026-03-22T00:54:11Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 644/25(24).,IV,ACTIVE,NAVAREA IV 644/25(24).,,2026-03-22T00:54:11Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005411Z.csv,2026-03-22T00:54:11Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 643/25(24).,IV,ACTIVE,NAVAREA IV 643/25(24).,,2026-03-22T00:54:11Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005411Z.csv,2026-03-22T00:54:11Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 616/25(GEN).,IV,ACTIVE,NAVAREA IV 616/25(GEN).,,2026-03-22T00:54:11Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005411Z.csv,2026-03-22T00:54:11Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 563/25(24).,IV,ACTIVE,NAVAREA IV 563/25(24).,,2026-03-22T00:54:12Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005412Z.csv,2026-03-22T00:54:12Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 546/25(11).,IV,ACTIVE,NAVAREA IV 546/25(11).,,2026-03-22T00:54:12Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005412Z.csv,2026-03-22T00:54:12Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 517/25(11).,IV,ACTIVE,NAVAREA IV 517/25(11).,,2026-03-22T00:54:12Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005412Z.csv,2026-03-22T00:54:12Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 504/25(26).,IV,ACTIVE,NAVAREA IV 504/25(26).,,2026-03-22T00:54:12Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005412Z.csv,2026-03-22T00:54:12Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 466/25(26).,IV,ACTIVE,NAVAREA IV 466/25(26).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 428/25(24).,IV,ACTIVE,NAVAREA IV 428/25(24).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 354/25(24).,IV,ACTIVE,NAVAREA IV 354/25(24).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 312/25(24).,IV,ACTIVE,NAVAREA IV 312/25(24).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 311/25(24).,IV,ACTIVE,NAVAREA IV 311/25(24).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 183/25(24).,IV,ACTIVE,NAVAREA IV 183/25(24).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 155/25(24).,IV,ACTIVE,NAVAREA IV 155/25(24).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 130/25(28).,IV,ACTIVE,NAVAREA IV 130/25(28).,,2026-03-22T00:54:13Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005413Z.csv,2026-03-22T00:54:13Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 90/25(28).,IV,ACTIVE,NAVAREA IV 90/25(28).,,2026-03-22T00:54:14Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005414Z.csv,2026-03-22T00:54:14Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 12/25(28).,IV,ACTIVE,NAVAREA IV 12/25(28).,,2026-03-22T00:54:14Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005414Z.csv,2026-03-22T00:54:14Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1553/24(27).,IV,ACTIVE,NAVAREA IV 1553/24(27).,,2026-03-22T00:54:14Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005414Z.csv,2026-03-22T00:54:14Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1524/24(25).,IV,ACTIVE,NAVAREA IV 1524/24(25).,,2026-03-22T00:54:14Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005414Z.csv,2026-03-22T00:54:14Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1382/24(25).,IV,ACTIVE,NAVAREA IV 1382/24(25).,,2026-03-22T00:54:14Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005414Z.csv,2026-03-22T00:54:14Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1125/24(28).,IV,ACTIVE,NAVAREA IV 1125/24(28).,,2026-03-22T00:54:14Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005414Z.csv,2026-03-22T00:54:14Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 797/24(25).,IV,ACTIVE,NAVAREA IV 797/24(25).,,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 746/24(14).,IV,ACTIVE,NAVAREA IV 746/24(14).,,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
"NAVAREA IV 733/24(11,13).",IV,ACTIVE,"NAVAREA IV 733/24(11,13).",,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 722/24(28).,IV,ACTIVE,NAVAREA IV 722/24(28).,,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 703/24(28).,IV,ACTIVE,NAVAREA IV 703/24(28).,,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 702/24(28).,IV,ACTIVE,NAVAREA IV 702/24(28).,,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 701/24(28).,IV,ACTIVE,NAVAREA IV 701/24(28).,,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 437/24(26).,IV,ACTIVE,NAVAREA IV 437/24(26).,,2026-03-22T00:54:15Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005415Z.csv,2026-03-22T00:54:15Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 325/24(24).,IV,ACTIVE,NAVAREA IV 325/24(24).,,2026-03-22T00:54:16Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005416Z.csv,2026-03-22T00:54:16Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 214/24(24).,IV,ACTIVE,NAVAREA IV 214/24(24).,,2026-03-22T00:54:16Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005416Z.csv,2026-03-22T00:54:16Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 177/24(24).,IV,ACTIVE,NAVAREA IV 177/24(24).,,2026-03-22T00:54:16Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005416Z.csv,2026-03-22T00:54:16Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 161/24(24).,IV,ACTIVE,NAVAREA IV 161/24(24).,,2026-03-22T00:54:16Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005416Z.csv,2026-03-22T00:54:16Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 151/24(24).,IV,ACTIVE,NAVAREA IV 151/24(24).,,2026-03-22T00:54:16Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005416Z.csv,2026-03-22T00:54:16Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 12/24(24).,IV,ACTIVE,NAVAREA IV 12/24(24).,,2026-03-22T00:54:17Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005417Z.csv,2026-03-22T00:54:17Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1404/23(28).,IV,ACTIVE,NAVAREA IV 1404/23(28).,,2026-03-22T00:54:17Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005417Z.csv,2026-03-22T00:54:17Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1403/23(28).,IV,ACTIVE,NAVAREA IV 1403/23(28).,,2026-03-22T00:54:17Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005417Z.csv,2026-03-22T00:54:17Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1377/23(25).,IV,ACTIVE,NAVAREA IV 1377/23(25).,,2026-03-22T00:54:17Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005417Z.csv,2026-03-22T00:54:17Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 959/23(24).,IV,ACTIVE,NAVAREA IV 959/23(24).,,2026-03-22T00:54:17Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005417Z.csv,2026-03-22T00:54:17Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 873/23(28).,IV,ACTIVE,NAVAREA IV 873/23(28).,,2026-03-22T00:54:18Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005418Z.csv,2026-03-22T00:54:18Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 356/23(28).,IV,ACTIVE,NAVAREA IV 356/23(28).,,2026-03-22T00:54:18Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005418Z.csv,2026-03-22T00:54:18Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 222/23(25).,IV,ACTIVE,NAVAREA IV 222/23(25).,,2026-03-22T00:54:18Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005418Z.csv,2026-03-22T00:54:18Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 748/22(24).,IV,ACTIVE,NAVAREA IV 748/22(24).,,2026-03-22T00:54:18Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005418Z.csv,2026-03-22T00:54:18Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 441/22(26).,IV,ACTIVE,NAVAREA IV 441/22(26).,,2026-03-22T00:54:19Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005419Z.csv,2026-03-22T00:54:19Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 439/22(28).,IV,ACTIVE,NAVAREA IV 439/22(28).,,2026-03-22T00:54:19Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005419Z.csv,2026-03-22T00:54:19Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 367/22(28).,IV,ACTIVE,NAVAREA IV 367/22(28).,,2026-03-22T00:54:19Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005419Z.csv,2026-03-22T00:54:19Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 227/22(25).,IV,ACTIVE,NAVAREA IV 227/22(25).,,2026-03-22T00:54:19Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005419Z.csv,2026-03-22T00:54:19Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 141/22(28).,IV,ACTIVE,NAVAREA IV 141/22(28).,,2026-03-22T00:54:19Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005419Z.csv,2026-03-22T00:54:19Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 120/22(25).,IV,ACTIVE,NAVAREA IV 120/22(25).,,2026-03-22T00:54:20Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005420Z.csv,2026-03-22T00:54:20Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1157/21(26).,IV,ACTIVE,NAVAREA IV 1157/21(26).,,2026-03-22T00:54:20Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005420Z.csv,2026-03-22T00:54:20Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 1003/21(28).,IV,ACTIVE,NAVAREA IV 1003/21(28).,,2026-03-22T00:54:20Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005420Z.csv,2026-03-22T00:54:20Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 778/21(28).,IV,ACTIVE,NAVAREA IV 778/21(28).,,2026-03-22T00:54:20Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005420Z.csv,2026-03-22T00:54:20Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 278/21(28).,IV,ACTIVE,NAVAREA IV 278/21(28).,,2026-03-22T00:54:20Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005420Z.csv,2026-03-22T00:54:20Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 277/21(28).,IV,ACTIVE,NAVAREA IV 277/21(28).,,2026-03-22T00:54:20Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005420Z.csv,2026-03-22T00:54:20Z,NEW_OPERATIONAL_WARNING,,,,
NAVAREA IV 144/21(28).,IV,ACTIVE,NAVAREA IV 144/21(28).,,2026-03-22T00:54:20Z,YES,D:\NAVSYS_USB\NAVWARN\plots\jrc_userchart_20260322_005420Z.csv,2026-03-22T00:54:20Z,NEW_OPERATIONAL_WARNING,,,,
